modelo,fold,acuracia,f1_macro,precisao,recall,tempo_ms
Random Forest,20,0.9766057441253264,0.971189107373104,0.9767199123989432,0.9661444483597563,6972.835900000064
Random Forest,21,0.9774436090225563,0.972206230794479,0.9775142882895329,0.9673207813617757,8179.578600000241
Random Forest,22,0.9765037593984962,0.9713528850375047,0.9752822734059244,0.9677347096756294,7279.724299999543
Random Forest,23,0.9768170426065163,0.9715109791690107,0.9768058081041207,0.9666592850012071,6896.96769999955
Random Forest,24,0.9794277360066834,0.9748998615622507,0.9795985381133593,0.9705988366753645,7701.672099999996
Random Forest,25,0.9759816207184628,0.9705069838342572,0.9759359197309224,0.9655419053898381,6798.503600000004
Random Forest,26,0.9783834586466166,0.9736025452889562,0.977272754384695,0.9701747044755277,7032.718799999202
Random Forest,27,0.9778613199665831,0.972827352430048,0.977993272693667,0.9680843630059588,7038.5097999997015
Random Forest,28,0.9755613577023499,0.9699770841772418,0.9751172134327185,0.9652901490754969,6954.230500000449
Random Forest,29,0.9792167101827676,0.9745555661960799,0.9783096643850492,0.9710521829494696,7663.1657999996605
Random Forest,30,0.9769190600522193,0.9718129459623291,0.976364754133074,0.9675769922039766,7660.7683000002
Random Forest,31,0.9748329156223893,0.9691036668997696,0.9743559584013269,0.964314458676563,7438.299299999926
Random Forest,32,0.9778613199665831,0.9729304157575468,0.9761720323780677,0.9698720605390411,7569.562699999551
Random Forest,33,0.9784878863826232,0.9734836984569765,0.9796664947944201,0.9678599361790249,6785.412199999882
Random Forest,34,0.97921888053467,0.9747511977904012,0.9778412531286547,0.9718706864136247,7236.512499999662
Random Forest,35,0.9759816207184628,0.9707640438760431,0.9743041246623935,0.9674840552334306,6795.946100000037
Random Forest,36,0.9779657477025898,0.9730938510393535,0.9766347671175173,0.9698052648980333,7462.9179000003205
Random Forest,37,0.9768170426065163,0.9715983093306028,0.9764830601648476,0.9670660558415997,7341.611599999851
Random Forest,38,0.9777545691906006,0.9726614128089627,0.9790379709961021,0.9669178583896976,7096.5188999998645
Random Forest,39,0.9763968668407311,0.9709749386539864,0.9752754928612838,0.9669992234631586,6988.394199999675
Random Forest,40,0.9783812010443864,0.9735810675676416,0.9788231777105706,0.9687630762910583,6947.674099999858
